,url,title,platform
13,https://www.detik.com/properti/berita/d-7655993/pengembang-curiga-bakal-ada-yang-ambil-untung-saat-ppn-naik-jadi-12,Pengembang Curiga Bakal Ada yang Ambil Untung saat PPN Naik Jadi 12%,detik.com
14,https://www.detik.com/properti/berita/d-7655930/ppn-12-di-tahun-2025-siap-siap-harga-rumah-melambung,"PPN 12% di Tahun 2025, Siap-siap Harga Rumah Melambung",detik.com
15,https://www.detik.com/properti/berita/d-7655622/pengembang-mengeluh-berat-bangun-rumah-kalau-ppn-12,Pengembang Mengeluh Berat Bangun Rumah Kalau PPN 12%,detik.com
16,https://finance.detik.com/berita-ekonomi-bisnis/d-7655703/pengusaha-minta-ppn-12-dikaji-ulang-bikin-ongkos-produksi-mamin-bengkak,"Pengusaha Minta PPN 12% Dikaji Ulang, Bikin Ongkos Produksi Mamin Bengkak",detik.com
17,https://oto.detik.com/mobil/d-7655137/ppn-naik-jadi-12-harga-mobil-bisa-melonjak-5,"PPN Naik Jadi 12%, Harga Mobil Bisa Melonjak 5%",detik.com
18,https://oto.detik.com/mobil/d-7655052/ppn-jadi-12-penjualan-mobil-tahun-depan-bakal-berat,"PPN Jadi 12%, Penjualan Mobil Tahun Depan Bakal Berat",detik.com
19,https://oto.detik.com/berita/d-7653887/harga-mobil-bakal-terimbas-kenaikan-ppn-12-mobil-rp-200-jutaan-naik-segini,"Harga Mobil Bakal Terimbas Kenaikan PPN 12%, Mobil Rp 200 Jutaan Naik Segini",detik.com
20,https://travel.detik.com/travel-news/d-7652849/ppn-naik-sewa-hotel-juga-naik,"PPN Naik, Sewa Hotel Juga Naik",detik.com
21,https://finance.detik.com/berita-ekonomi-bisnis/d-7652341/ppn-naik-12-bakal-bikin-pedagang-tanah-abang-makin-terpuruk,PPN Naik 12% Bakal Bikin Pedagang Tanah Abang Makin Terpuruk,detik.com
22,https://finance.detik.com/berita-ekonomi-bisnis/d-7651829/ppn-naik-jadi-12-barang-di-pasar-tanah-abang-bisa-jadi-semahal-ini,"PPN Naik Jadi 12%, Barang di Pasar Tanah Abang Bisa Jadi Semahal Ini",detik.com
23,https://travel.detik.com/travel-news/d-7651734/kebijakan-ppn-12-bisa-mencekik-wisatawan-ini-5-saran-dari-pakar,"Kebijakan PPN 12% Bisa 'Mencekik' Wisatawan, Ini 5 Saran dari Pakar",detik.com
24,https://finance.detik.com/berita-ekonomi-bisnis/d-7651584/sudah-separah-ini-kondisi-pedagang-tanah-abang-sebelum-ppn-naik-jadi-12,Sudah Separah Ini Kondisi Pedagang Tanah Abang Sebelum PPN Naik Jadi 12%,detik.com
25,https://news.detik.com/berita/d-7651302/pkb-nilai-kenaikan-ppn-12-bukan-harga-mati-genjot-apbn-bisa-opsi-lain,PKB Nilai Kenaikan PPN 12% Bukan Harga Mati: Genjot APBN Bisa Opsi Lain,detik.com
26,https://oto.detik.com/mobil/d-7651280/ppn-mulai-tahun-depan-naik-begini-imbasnya-ke-mobil-bekas,"PPN Mulai Tahun Depan Naik, Begini Imbasnya ke Mobil Bekas",detik.com
27,https://finance.detik.com/berita-ekonomi-bisnis/d-7650064/ketimbang-ppn-naik-jadi-12-lebih-baik-genjot-pajak-orang-kaya,Ketimbang PPN Naik Jadi 12% Lebih Baik Genjot Pajak Orang Kaya,detik.com
28,https://finance.detik.com/berita-ekonomi-bisnis/d-7649848/ppn-naik-jadi-12-ekonom-indef-sudah-jatuh-tertimpa-tangga,"PPN Naik Jadi 12%, Ekonom INDEF: Sudah Jatuh Tertimpa Tangga",detik.com
29,https://finance.detik.com/berita-ekonomi-bisnis/d-7649842/wacana-tax-amnesty-di-tengah-badai-ppn-12,Wacana Tax Amnesty di Tengah Badai PPN 12%,detik.com
30,https://finance.detik.com/berita-ekonomi-bisnis/d-7649426/ppn-naik-12-airlangga-ungkap-barang-pangan-bisa-dikecualikan,"PPN Naik 12%, Airlangga Ungkap Barang Pangan Bisa Dikecualikan",detik.com
31,https://www.detik.com/jogja/bisnis/d-7649297/respons-kemenkeu-soal-viral-tolak-ppn-12-pakai-latar-garuda-biru,Respons Kemenkeu soal Viral Tolak PPN 12% Pakai Latar Garuda Biru,detik.com
32,https://finance.detik.com/berita-ekonomi-bisnis/d-7649190/ramai-tolak-ppn-jadi-12-pakai-latar-garuda-biru-kemenkeu-buka-suara,"Ramai Tolak PPN Jadi 12% Pakai Latar Garuda Biru, Kemenkeu Buka Suara",detik.com
33,https://www.detik.com/bali/bisnis/d-7648622/ppn-naik-jadi-12-di-2025-serikat-pekerja-kampanyekan-belanja-di-warung-kecil,"PPN Naik Jadi 12% di 2025, Serikat Pekerja Kampanyekan Belanja di Warung Kecil",detik.com
34,https://www.detik.com/properti/berita/d-7648091/kenaikan-ppn-bakal-hantam-industri-properti-pengembang-kerugian-buat-pemerintah,"Kenaikan PPN Bakal Hantam Industri Properti, Pengembang: Kerugian buat Pemerintah",detik.com
35,https://news.detik.com/berita/d-7647179/waka-komisi-xi-dpr-soal-rencana-ppn-12-opsi-tunda-bisa-dipertimbangkan,Waka Komisi XI DPR soal Rencana PPN 12%: Opsi Tunda Bisa Dipertimbangkan,detik.com
36,https://news.detik.com/berita/d-7647123/pks-rencana-kenaikan-ppn-12-harus-ditinjau-ulang-atau-dibatalkan,PKS: Rencana Kenaikan PPN 12% Harus Ditinjau Ulang atau Dibatalkan,detik.com
37,https://news.detik.com/berita/d-7647094/tolak-rencana-ppn-naik-jadi-12-ini-4-tuntutan-kspi,"Tolak Rencana PPN Naik Jadi 12%, Ini 4 Tuntutan KSPI",detik.com
38,https://finance.detik.com/berita-ekonomi-bisnis/d-7646574/harga-beras-bisa-terkerek-jika-ppn-naik-jadi-12-ini-penjelasan-bos-bapanas,"Harga Beras Bisa Terkerek Jika PPN Naik Jadi 12%, Ini Penjelasan Bos Bapanas",detik.com
39,https://finance.detik.com/berita-ekonomi-bisnis/d-7646409/rakyat-bisa-makin-susah-jika-ppn-naik-jadi-12,Rakyat Bisa Makin Susah Jika PPN Naik Jadi 12%!,detik.com
40,https://finance.detik.com/berita-ekonomi-bisnis/d-7646198/ppn-naik-jadi-12-modal-bisnis-jadi-bengkak,"PPN Naik Jadi 12%, Modal Bisnis Jadi Bengkak",detik.com
41,https://news.detik.com/berita/d-7646184/waka-dpr-soroti-soal-ppn-jadi-12-masih-wacana-tunggu-presiden-kembali,"Waka DPR Soroti soal PPN Jadi 12%: Masih Wacana, Tunggu Presiden Kembali",detik.com
42,https://finance.detik.com/berita-ekonomi-bisnis/d-7646093/pengusaha-ungkap-efek-domino-kenaikan-harga-barang-jika-ppn-12,Pengusaha Ungkap Efek Domino Kenaikan Harga Barang Jika PPN 12%,detik.com
43,https://finance.detik.com/berita-ekonomi-bisnis/d-7646041/rakyat-bak-jatuh-tertimpa-tangga-phk-daya-beli-lesu-eh-ppn-naik-jadi-12,"Rakyat Bak Jatuh Tertimpa Tangga! PHK, Daya Beli Lesu, Eh PPN Naik Jadi 12%",detik.com
44,https://finance.detik.com/berita-ekonomi-bisnis/d-7645903/gawat-industri-bisa-makin-terjepit-gara-gara-ppn-naik-jadi-12,Gawat! Industri Bisa Makin Terjepit Gara-gara PPN Naik Jadi 12%,detik.com
45,https://finance.detik.com/berita-ekonomi-bisnis/d-7645897/ppn-naik-jadi-12-pengusaha-bisa-babak-belur,"PPN Naik Jadi 12%, Pengusaha Bisa Babak Belur!",detik.com
46,https://news.detik.com/berita/d-7645686/waka-dpr-minta-kaji-ulang-ppn-jadi-12-harga-naik-masyarakat-makin-berat,"Waka DPR Minta Kaji Ulang PPN Jadi 12%: Harga Naik, Masyarakat Makin Berat",detik.com
47,https://finance.detik.com/foto-bisnis/d-7645137/siap-siap-ppn-naik-12-tahun-depan,Siap-siap! PPN Naik 12% Tahun Depan,detik.com
48,https://finance.detik.com/berita-ekonomi-bisnis/d-7644981/pemerintah-diminta-tahan-diri-naikkan-ppn-jadi-12,Pemerintah Diminta Tahan Diri Naikkan PPN Jadi 12%,detik.com
49,https://finance.detik.com/berita-ekonomi-bisnis/d-7644976/ppn-naik-jadi-12-tahun-depan-pengusaha-waswas-bisnis-mandek,"PPN Naik Jadi 12% Tahun Depan, Pengusaha Waswas Bisnis Mandek",detik.com
50,https://finance.detik.com/berita-ekonomi-bisnis/d-7644909/ppn-naik-jadi-12-mulai-2025-ini-barang-jasa-yang-dibebaskan,"PPN Naik Jadi 12% Mulai 2025, Ini Barang-Jasa yang Dibebaskan",detik.com
51,https://finance.detik.com/berita-ekonomi-bisnis/d-7644769/ppn-naik-jadi-12-tahun-depan-ini-kriteria-barang-yang-kena,"PPN Naik Jadi 12% Tahun Depan, Ini Kriteria Barang yang Kena",detik.com
52,https://finance.detik.com/infrastruktur/d-7644567/ppn-naik-12-tahun-depan-menteri-pu-sebut-bangun-infrastruktur-tambah-mahal,"PPN Naik 12% Tahun Depan, Menteri PU Sebut Bangun Infrastruktur Tambah Mahal",detik.com
53,https://finance.detik.com/berita-ekonomi-bisnis/d-7640475/ppn-mau-naik-jadi-12-pengusaha-ingatkan-harga-barang-naik-daya-beli-lesu,"PPN Mau Naik Jadi 12%, Pengusaha Ingatkan Harga Barang Naik-Daya Beli Lesu",detik.com
54,https://finance.detik.com/berita-ekonomi-bisnis/d-7640458/pengusaha-ritel-bakal-surati-sri-mulyani-soal-ppn-naik-jadi-12,Pengusaha Ritel Bakal Surati Sri Mulyani soal PPN Naik Jadi 12%,detik.com
55,https://www.detik.com/bali/berita/d-7639183/siap-siap-tarif-ppn-naik-jadi-12-persen-mulai-1-januari-2025,"Siap-siap, Tarif PPN Naik Jadi 12 Persen Mulai 1 Januari 2025",detik.com
56,https://finance.detik.com/berita-ekonomi-bisnis/d-7638609/sri-mulyani-bicara-soal-ppn-12-jadi-berlaku-1-januari,"Sri Mulyani Bicara soal PPN 12%, Jadi Berlaku 1 Januari?",detik.com
57,https://finance.detik.com/berita-ekonomi-bisnis/d-7633334/ppn-bakal-naik-jadi-12-bos-garuda-pastikan-harga-tiket-melonjak,"PPN Bakal Naik Jadi 12%, Bos Garuda Pastikan Harga Tiket Melonjak",detik.com
58,https://finance.detik.com/berita-ekonomi-bisnis/d-7629154/pengumuman-tanggal-jatuh-tempo-bayar-pajak-berubah,Pengumuman! Tanggal Jatuh Tempo Bayar Pajak Berubah,detik.com
59,https://www.detik.com/properti/kepemilikan-rumah/d-7617387/5-jenis-pajak-yang-harus-dibayar-saat-membeli-dan-menjual-rumah,5 Jenis Pajak yang Harus Dibayar saat Membeli dan Menjual Rumah,detik.com
60,https://finance.detik.com/berita-ekonomi-bisnis/d-7597315/prabowo-diminta-tunda-rencana-kenaikan-ppn-jadi-12,Prabowo Diminta Tunda Rencana Kenaikan PPN Jadi 12%,detik.com
61,https://www.detik.com/properti/berita/d-7588773/respons-pengembang-soal-rencana-prabowo-hapus-pajak-pembelian-rumah,Respons Pengembang Soal Rencana Prabowo Hapus Pajak Pembelian Rumah,detik.com
62,https://www.detik.com/properti/berita/d-7582381/tekad-prabowo-bangun-3-juta-rumah-setahun-dan-bebaskan-ppn-bphtb,Tekad Prabowo Bangun 3 Juta Rumah Setahun dan Bebaskan PPN-BPHTB,detik.com
63,https://www.detik.com/properti/berita/d-7581852/hashim-ungkap-wacana-prabowo-mau-hapus-ppn-bphtb-pembelian-rumah,Hashim Ungkap Wacana Prabowo Mau Hapus PPN-BPHTB Pembelian Rumah,detik.com
64,https://finance.detik.com/berita-ekonomi-bisnis/d-7578045/ketimbang-ppn-naik-jadi-12-ekonom-sarankan-ini-buat-kerek-penerimaan,"Ketimbang PPN Naik Jadi 12%, Ekonom Sarankan Ini buat Kerek Penerimaan",detik.com
65,https://finance.detik.com/berita-ekonomi-bisnis/d-7577992/jika-ppn-naik-jadi-12-di-2025-masyarakat-bakal-menderita,"Jika PPN Naik Jadi 12% di 2025, Masyarakat Bakal Menderita!",detik.com
66,https://www.detik.com/properti/berita/d-7570648/temui-dirjen-pajak-penghuni-rusun-sampaikan-alasan-ipl-mestinya-tak-kena-pajak,"Temui Dirjen Pajak, Penghuni Rusun Sampaikan Alasan IPL Mestinya Tak Kena Pajak",detik.com
67,https://finance.detik.com/berita-ekonomi-bisnis/d-7561130/pengusaha-minta-rencana-ppn-12-di-2025-ditunda-harga-barang-bisa-naik,"Pengusaha Minta Rencana PPN 12% di 2025 Ditunda, Harga Barang Bisa Naik!",detik.com
68,https://www.detik.com/sumut/bisnis/d-7559427/hingga-akhir-triwulan-iii-realisasi-penerimaan-pajak-di-sumut-masih-59-4,"Hingga Akhir Triwulan III, Realisasi Penerimaan Pajak di Sumut Masih 59,4%",detik.com
69,https://finance.detik.com/berita-ekonomi-bisnis/d-7559008/ditjen-pajak-soal-heboh-rusun-apartemen-kena-ppn-11-aturan-lama,Ditjen Pajak soal Heboh Rusun-Apartemen Kena PPN 11%: Aturan lama!,detik.com
70,https://finance.detik.com/berita-ekonomi-bisnis/d-7558654/tak-masuk-ke-postur-apbn-prabowo-ppn-jadi-naik-ke-12-tahun-depan,"Tak Masuk ke Postur APBN Prabowo, PPN Jadi Naik ke 12% Tahun Depan?",detik.com
71,https://finance.detik.com/berita-ekonomi-bisnis/d-7558652/tak-masuk-ke-postur-apbn-prabowo-ppn-jadi-naik-ke-12-tahun-depan,"Tak Masuk ke Postur APBN Prabowo, PPN Jadi Naik ke 12% Tahun Depan?",detik.com
72,https://www.detik.com/properti/berita/d-7558501/penghuni-rusun-apartemen-protes-ipl-bakal-kena-pajak,Penghuni Rusun-Apartemen Protes IPL Bakal Kena Pajak,detik.com
73,https://www.detik.com/properti/berita/d-7557746/hidup-lagi-berat-beratnya-eh-beredar-surat-sosialisasi-ipl-rusun-kena-pajak,Hidup Lagi Berat-beratnya Eh Beredar Surat Sosialisasi IPL Rusun Kena Pajak,detik.com
74,https://finance.detik.com/berita-ekonomi-bisnis/d-7558054/ppn-jadi-12-di-2025-wamenkeu-thomas-berilah-pak-prabowo-jadi-presiden-dulu,PPN Jadi 12% di 2025? Wamenkeu Thomas: Berilah Pak Prabowo Jadi Presiden Dulu,detik.com
75,https://www.detik.com/properti/berita/d-7557660/penghuni-rusun-ogah-ada-pajak-buat-ipl-mau-penyesuaian-iuran-saja-setengah-mati,Penghuni Rusun Ogah Ada Pajak buat IPL: Mau Penyesuaian Iuran Saja Setengah Mati,detik.com
76,https://www.detik.com/properti/berita/d-7557404/penghuni-rusun-ragu-program-3-juta-rumah-prabowo-terwujud-bila,"Penghuni Rusun Ragu Program 3 Juta Rumah Prabowo Terwujud, Bila...",detik.com
77,https://www.detik.com/sumut/bisnis/d-7557168/estimasi-besaran-pajak-jika-iphone-16-dibeli-di-luar-negeri-dibawa-ke-ri,Estimasi Besaran Pajak Jika iPhone 16 Dibeli di Luar Negeri Dibawa ke RI,detik.com
78,https://www.detik.com/properti/berita/d-7557063/penghuni-rusun-pertanyakan-ipl-kena-pajak-apa-dasarnya,Penghuni Rusun Pertanyakan IPL Kena Pajak: Apa Dasarnya?,detik.com
79,https://www.detik.com/properti/berita/d-7556676/biaya-hidup-makin-mahal-minat-tinggal-di-rusun-diramal-turun,"Biaya Hidup Makin Mahal, Minat Tinggal di Rusun Diramal Turun",detik.com
80,https://www.detik.com/properti/berita/d-7556661/ipl-rusun-bakal-kena-ppn-penghuni-resah-keberatan-bayar,"IPL Rusun Bakal Kena PPN, Penghuni Resah Keberatan Bayar",detik.com
81,https://www.detik.com/properti/berita/d-7556171/penghuni-rusun-tolak-keras-ipl-kena-ppn-ancam-bakal-demo,"Penghuni Rusun Tolak Keras IPL Kena PPN, Ancam Bakal Demo",detik.com
82,https://finance.detik.com/infrastruktur/d-7547724/sri-mulyani-resmi-perpanjang-beli-rumah-bebas-ppn-hingga-desember-2024,Sri Mulyani Resmi Perpanjang Beli Rumah Bebas PPN hingga Desember 2024,detik.com
83,https://www.detik.com/properti/berita/d-7546834/sektor-properti-diprediksi-lesu-jika-ppn-naik-12-insentif-bisa-jadi-penolong,"Sektor Properti Diprediksi Lesu Jika PPN Naik 12%, Insentif Bisa Jadi Penolong?",detik.com
84,https://finance.detik.com/berita-ekonomi-bisnis/d-7544927/nasib-ppn-naik-jadi-12-di-tangan-prabowo,Nasib PPN Naik Jadi 12% di Tangan Prabowo,detik.com
85,https://www.detik.com/properti/berita/d-7544187/bangun-rumah-sendiri-kok-kena-pajak-2-4-ternyata-sudah-dari-30-tahun-lalu,"Bangun Rumah Sendiri Kok Kena Pajak 2,4%? Ternyata Sudah dari 30 Tahun Lalu",detik.com
86,https://www.detik.com/properti/berita/d-7544060/nggak-semua-kena-rumah-di-bawah-200-meter-bebas-pajak-bangun-sendiri-2-4,"Nggak Semua Kena! Rumah di Bawah 200 Meter Bebas Pajak Bangun Sendiri 2,4%",detik.com
87,https://finance.detik.com/infrastruktur/d-7543399/stafsus-sri-mulyani-tegaskan-bangun-rumah-kena-pajak-sudah-berlaku-30-tahun,Stafsus Sri Mulyani Tegaskan Bangun Rumah Kena Pajak Sudah Berlaku 30 Tahun,detik.com
88,https://finance.detik.com/berita-ekonomi-bisnis/d-7543049/bangun-rumah-kena-pajak-stafsus-sri-mulyani-sebut-sudah-ada-sejak-1995,"Bangun Rumah Kena Pajak, Stafsus Sri Mulyani Sebut Sudah Ada Sejak 1995",detik.com
89,https://finance.detik.com/berita-ekonomi-bisnis/d-7532444/tiket-pesawat-ditargetkan-turun-10-menhub-usul-4-hal-ini,"Tiket Pesawat Ditargetkan Turun 10%, Menhub Usul 4 Hal Ini",detik.com
90,https://www.detik.com/properti/berita/d-7511963/mulai-bulan-depan-beli-rumah-gratis-pajak-lagi,Mulai Bulan Depan Beli Rumah Gratis Pajak Lagi!,detik.com
91,https://www.detik.com/properti/berita/d-7511751/kuota-flpp-ditambah-insentif-ppn-dtp-100-diperpanjang-pengembang-semringah,"Kuota FLPP Ditambah-Insentif PPN DTP 100% Diperpanjang, Pengembang Semringah",detik.com
92,https://www.detik.com/properti/berita/d-7511247/asyik-aturan-beli-rumah-rp-2-m-bebas-pajak-berlaku-lagi-bulan-depan,Asyik! Aturan Beli Rumah Rp 2 M Bebas Pajak Berlaku Lagi Bulan Depan,detik.com
93,https://www.detik.com/properti/berita/d-7500319/punya-rencana-beli-rumah-kala-ppn-naik-jadi-12-lanjut-atau-tunda,"Punya Rencana Beli Rumah Kala PPN Naik Jadi 12%, Lanjut atau Tunda?",detik.com
94,https://www.detik.com/properti/berita/d-7499370/atur-strategi-beli-properti-kala-ppn-makin-tinggi,Atur Strategi Beli Properti Kala PPN Makin Tinggi,detik.com
95,https://finance.detik.com/berita-ekonomi-bisnis/d-7499296/pkb-pks-tolak-tarif-ppn-naik-jadi-12-tahun-depan,PKB-PKS Tolak Tarif PPN Naik Jadi 12% Tahun Depan,detik.com
96,https://www.detik.com/properti/berita/d-7499206/harga-rumah-bakal-makin-mahal-usai-ppn-12-kelas-menengah-diusul-dapat-subsidi,"Harga Rumah Bakal Makin Mahal Usai PPN 12%, Kelas Menengah Diusul Dapat Subsidi",detik.com
97,https://www.detik.com/jabar/bisnis/d-7494386/kata-sri-mulyani-soal-barang-barang-bebas-ppn-12,Kata Sri Mulyani soal Barang-barang Bebas PPN 12%,detik.com
98,https://finance.detik.com/berita-ekonomi-bisnis/d-7493800/sri-mulyani-jabarkan-barang-barang-bebas-ppn-12,Sri Mulyani Jabarkan Barang-barang Bebas PPN 12%,detik.com
99,https://finance.detik.com/ekonomi-hijau/d-7479192/menteri-ppn-ri-alami-kepunahan-keanekaragaman-hayati,Menteri PPN: RI Alami Kepunahan Keanekaragaman Hayati!,detik.com
100,https://www.detik.com/properti/berita/d-7465110/penghuni-apartemen-dan-rusun-minta-ipl-bebas-pajak,Penghuni Apartemen dan Rusun Minta IPL Bebas Pajak,detik.com
101,https://www.detik.com/properti/berita/d-7454550/minta-rumah-tetap-bebas-pajak-pengembang-harap-ppn-tak-jadi-naik-2025,"Minta Rumah Tetap Bebas Pajak, Pengembang Harap PPN Tak Jadi Naik 2025",detik.com
102,https://finance.detik.com/berita-ekonomi-bisnis/d-7443038/terungkap-ini-biang-kerok-tiket-pesawat-mahal,Terungkap! Ini Biang Kerok Tiket Pesawat Mahal,detik.com
103,https://finance.detik.com/berita-ekonomi-bisnis/d-7432429/faisal-basri-soal-rencana-ppn-12-di-2025-wajib-ditunda,Faisal Basri soal Rencana PPN 12% di 2025: Wajib Ditunda!,detik.com
104,https://www.detik.com/properti/berita/d-7420032/jangan-lupa-beli-rumah-di-bawah-rp-2-m-sudah-nggak-bebas-pajak,Jangan Lupa! Beli Rumah di Bawah Rp 2 M Sudah Nggak Bebas Pajak,detik.com
105,https://www.detik.com/properti/berita/d-7419173/ketentuan-dan-cara-setor-pajak-bangun-rumah-sendiri,Ketentuan dan Cara Setor Pajak Bangun Rumah Sendiri,detik.com
106,https://www.detik.com/properti/berita/d-7418724/sederet-kriteria-bangun-rumah-sendiri-yang-kena-pajak-beserta-contohnya,Sederet Kriteria Bangun Rumah Sendiri yang Kena Pajak Beserta Contohnya,detik.com
107,https://finance.detik.com/berita-ekonomi-bisnis/d-7400290/gaji-pejabat-eselon-i-kementerian-ppn-yang-terima-bansos-rp-39-juta,Gaji Pejabat Eselon I Kementerian PPN yang Terima Bansos: Rp 39 Juta,detik.com
108,https://finance.detik.com/berita-ekonomi-bisnis/d-7361305/ppn-naik-jadi-12-dinilai-gerus-daya-beli-pemerintah-diminta-tunda,"PPN Naik Jadi 12% Dinilai Gerus Daya Beli, Pemerintah Diminta Tunda!",detik.com
109,https://finance.detik.com/berita-ekonomi-bisnis/d-7351281/ppn-12-berlaku-tahun-depan-target-prabowo-ekonomi-tumbuh-8-bisa-tercapai,"PPN 12% Berlaku Tahun Depan, Target Prabowo Ekonomi Tumbuh 8% Bisa Tercapai?",detik.com
110,https://www.detik.com/jogja/bisnis/d-7338682/ppn-direncanakan-naik-jadi-12-persen-ini-alasan-hingga-dampaknya,"PPN Direncanakan Naik Jadi 12 Persen, Ini Alasan hingga Dampaknya",detik.com
111,https://finance.detik.com/berita-ekonomi-bisnis/d-7335126/airlangga-buka-suara-jelaskan-rencana-ppn-naik-jadi-12,Airlangga Buka Suara Jelaskan Rencana PPN Naik Jadi 12%,detik.com
112,https://finance.detik.com/berita-ekonomi-bisnis/d-7307114/airlangga-beberkan-ppn-12-bakal-dibahas-lagi,Airlangga Beberkan PPN 12% Bakal Dibahas Lagi,detik.com
113,https://finance.detik.com/berita-ekonomi-bisnis/d-7265370/fenomena-orang-ri-makan-tabungan-bakal-makin-masif-ini-biang-keroknya,"Fenomena Orang RI Makan Tabungan Bakal Makin Masif, Ini Biang Keroknya!",detik.com
114,https://finance.detik.com/berita-ekonomi-bisnis/d-7264633/pengusaha-ritel-protes-ppn-naik-dan-minta-wajib-pajak-diperbanyak,Pengusaha Ritel Protes PPN Naik dan Minta Wajib Pajak Diperbanyak!,detik.com
115,https://finance.detik.com/berita-ekonomi-bisnis/d-7264385/pengusaha-ritel-pusat-belanja-minta-kenaikan-ppn-12-ditunda-ini-alasannya,"Pengusaha Ritel-Pusat Belanja Minta Kenaikan PPN 12% Ditunda, Ini Alasannya",detik.com
116,https://travel.detik.com/detiktv/d-7262685/ppn-jadi-12-bakal-bikin-tiket-pesawat-naik,PPN Jadi 12% Bakal Bikin Tiket Pesawat Naik?,detik.com
117,https://finance.detik.com/detiktv/d-7262388/soal-ppn-akan-naik-jadi-12-menparekraf-harap-tak-timbulkan-gejolak,"Soal PPN Akan Naik Jadi 12%, Menparekraf Harap Tak Timbulkan Gejolak",detik.com
118,https://finance.detik.com/berita-ekonomi-bisnis/d-7262007/daftar-barang-dan-jasa-yang-tak-kena-ppn-12-tahun-depan,Daftar Barang dan Jasa yang Tak Kena PPN 12% Tahun Depan,detik.com
119,https://finance.detik.com/berita-ekonomi-bisnis/d-7260688/ppn-tahun-depan-naik-jadi-12-tarif-netflix-dan-spotify-jadi-segini,"PPN Tahun Depan Naik Jadi 12%, Tarif Netflix dan Spotify Jadi Segini",detik.com
120,https://www.detik.com/properti/berita/d-7259161/ppn-mau-naik-jadi-12-pengembang-minta-insentif-ppn-dtp-diperpanjang,"PPN Mau Naik Jadi 12%, Pengembang Minta Insentif PPN DTP Diperpanjang",detik.com
121,https://finance.detik.com/berita-ekonomi-bisnis/d-7257032/harapan-pengusaha-ke-prabowo-gibran-evaluasi-kenaikan-ppn-jadi-12,Harapan Pengusaha ke Prabowo-Gibran Evaluasi Kenaikan PPN Jadi 12%,detik.com
122,https://finance.detik.com/berita-ekonomi-bisnis/d-7256527/nasib-kenaikan-tarif-ppn-jadi-12-di-tangan-prabowo,Nasib Kenaikan Tarif PPN Jadi 12% di Tangan Prabowo,detik.com
123,https://finance.detik.com/detiktv/d-7256814/soal-ppn-naik-12-menko-airlangga-lihat-uu-apbn-nanti,"Soal PPN Naik 12%, Menko Airlangga: Lihat UU APBN Nanti",detik.com
124,https://finance.detik.com/berita-ekonomi-bisnis/d-7256373/ppn-naik-12-tahun-depan-tergantung-keputusan-prabowo,PPN Naik 12% Tahun Depan Tergantung Keputusan Prabowo,detik.com
